record_id,date,city,ward,road_name,latitude,longitude,rainfall_mm,humidity_percent,traffic_density_vph,road_age_years,vehicle_load_tons,drainage_quality_score,risk_label
RRA-00186,2025-05-08,Bangalore,Electronic City Ward,Hosur Road,12.85196,77.65868,10.6,59.19,485.6,3.2,19.27,45.63,Low
RRA-00187,2025-06-16,Delhi,Dwarka Ward,NH48 Highway,28.587918,77.056077,28.69,60.04,1191.3,3.7,12.97,33.75,Medium
RRA-00188,2025-04-11,Mumbai,Bandra Ward,SV Road,19.049866,72.825509,23.91,53.34,959.5,13.0,5.32,25.17,Medium
RRA-00189,2025-11-11,Mumbai,Malad Ward,Link Road,19.195372,72.848377,7.09,38.06,1978.6,27.8,13.2,34.41,High
RRA-00190,2025-03-21,Mumbai,Bandra Ward,SV Road,19.055046,72.835612,26.38,52.07,881.2,13.0,11.76,25.17,Medium
RRA-00191,2025-06-22,Delhi,Dhaula Kuan Ward,Outer Ring Road,28.588055,77.157825,36.65,68.69,1569.3,27.2,28.69,32.72,Critical
RRA-00192,2025-05-17,Bangalore,Bellandur Ward,Sarjapur Road,12.918561,77.687075,19.31,61.73,1393.5,21.0,7.46,33.19,Medium
RRA-00193,2025-10-14,Chennai,Tambaram Ward,GST Road,12.913687,80.097821,37.68,55.15,1086.5,27.5,4.44,8.73,High
RRA-00194,2025-06-13,Mumbai,Vashi Ward,Sion Panvel Highway,19.080806,72.992716,61.21,81.84,1720.5,15.5,3.78,64.06,High
RRA-00195,2025-12-10,Chennai,Koyambedu Ward,Poonamallee High Road,13.073276,80.201956,23.24,,1105.1,2.5,13.45,52.88,Low
RRA-00196,2025-05-12,Bangalore,Peenya Ward,Tumkur Road,13.029094,77.514962,9.99,48.0,1820.9,7.4,23.2,84.46,Medium
RRA-00197,2025-12-22,Bangalore,Bellandur Ward,Sarjapur Road,12.918684,77.676306,9.01,51.99,460.5,21.0,36.45,33.19,High
RRA-00198,2025-01-21,Chennai,Tambaram Ward,GST Road,12.924589,80.102293,16.5,53.73,1309.8,27.5,5.67,8.73,High
RRA-00199,2025-08-20,Bangalore,Kengeri Ward,Mysore Road,12.913915,77.498712,24.69,63.35,1440.5,10.9,17.57,33.33,Medium
RRA-00200,2025-05-27,Hyderabad,Uppal Ward,Uppal Road,17.397877,78.563506,17.65,63.99,945.6,22.8,16.51,33.72,High
RRA-00201,2025-10-11,Bangalore,Peenya Ward,Tumkur Road,13.024255,77.514022,7.61,52.99,1047.4,7.4,16.56,84.46,Low
RRA-00202,2025-02-01,Bangalore,HAL Ward,Old Airport Road,12.959991,77.649643,6.15,54.51,1307.4,5.6,9.85,58.83,Low
RRA-00203,2025-09-01,Chennai,Tambaram Ward,GST Road,12.921517,80.098133,20.68,57.05,2312.3,27.5,4.46,8.73,Critical
RRA-00204,2025-03-11,Delhi,Nangloi Ward,Rohtak Road,28.692525,77.054442,4.41,46.62,1054.5,7.7,2.36,55.52,Low
RRA-00205,2025-01-27,Chennai,Neelankarai Ward,East Coast Road,12.957087,80.259305,17.89,59.34,369.2,26.6,11.47,44.7,Medium
RRA-00206,2025-09-30,Mumbai,Andheri Ward,Western Express Highway,19.118293,72.846372,17.49,49.07,968.6,18.2,16.48,59.23,Medium
RRA-00207,2025-04-11,Delhi,Nizamuddin Ward,Mathura Road,28.595202,77.251368,4.77,44.18,1944.4,15.6,7.07,61.4,Medium
RRA-00208,2025-12-18,Chennai,Tambaram Ward,GST Road,12.926603,80.103086,25.1,66.86,1667.3,27.5,7.81,8.73,Critical
RRA-00209,2025-02-27,Pune,Katraj Ward,Katraj Dehu Road Bypass,18.451451,73.869213,6.21,44.69,2810.1,27.9,7.97,10.35,Critical
RRA-00210,2025-07-06,Bangalore,Electronic City Ward,Hosur Road,12.844145,77.669074,39.79,67.4,561.7,3.2,30.7,45.63,Medium
RRA-00211,2025-04-27,Bangalore,Marathahalli Ward,Outer Ring Road,12.951304,77.699585,8.76,48.83,2429.6,15.6,11.61,54.34,Medium
RRA-00212,2025-11-28,Delhi,Nangloi Ward,Rohtak Road,28.693576,77.063792,6.57,51.26,1251.5,7.7,17.43,55.52,Low
RRA-00213,2025-10-07,Bangalore,Whitefield Ward,Whitefield Main Road,12.969863,77.748906,8.14,43.8,1586.4,9.0,10.37,34.76,Low
RRA-00214,2025-03-21,Bangalore,HAL Ward,Old Airport Road,12.963269,77.656406,6.51,,2123.5,5.6,13.07,58.83,Low
RRA-00215,2025-05-01,Delhi,Dwarka Ward,NH48 Highway,28.596377,77.051989,15.69,66.93,100.0,3.7,17.23,33.75,Low
RRA-00216,2025-05-11,Bangalore,Kengeri Ward,Mysore Road,12.917404,77.482474,15.1,41.86,716.8,10.9,15.17,33.33,Low
RRA-00217,2025-09-16,Hyderabad,Banjara Hills Ward,Banjara Hills Road No 12,17.410278,78.431725,20.26,46.98,1592.5,24.5,2.22,34.45,High
RRA-00218,2025-05-07,Chennai,Teynampet Ward,Anna Salai,13.05077,80.23168,6.09,41.44,3764.9,26.0,10.2,24.53,Critical
RRA-00219,2025-04-02,Hyderabad,Uppal Ward,Uppal Road,17.403798,78.55298,8.52,49.6,329.8,22.8,8.93,33.72,Medium
RRA-00220,2025-04-22,Hyderabad,Hussain Sagar Ward,Tank Bund Road,17.43409,78.47256,9.12,45.9,1948.2,22.2,13.07,26.42,High
RRA-00221,2025-09-06,Pune,Katraj Ward,Katraj Dehu Road Bypass,18.451167,73.860937,18.18,52.04,1952.7,27.9,18.84,10.35,Critical
RRA-00222,2025-08-20,Mumbai,Thane Ward,Ghodbunder Road,19.241947,72.977002,30.89,68.81,2302.5,18.8,9.18,60.54,High
RRA-00223,2025-01-29,Bangalore,Peenya Ward,Tumkur Road,13.032148,77.515189,4.6,58.02,676.5,7.4,21.72,84.46,Low
RRA-00224,2025-01-24,Bangalore,HAL Ward,Old Airport Road,12.962836,77.653557,2.68,44.99,190.8,5.6,11.6,58.83,Low
RRA-00225,2025-02-04,Hyderabad,Uppal Ward,Uppal Road,17.402321,78.56094,2.9,41.82,1989.8,22.8,10.0,33.72,Medium
RRA-00226,2025-11-17,Delhi,Dhaula Kuan Ward,Outer Ring Road,28.598719,77.16338,5.63,54.3,1195.6,27.2,10.28,32.72,Medium
RRA-00227,2025-10-11,Pune,Vadgaon Sheri Ward,Nagar Road,18.564262,73.915208,8.55,45.44,1452.5,27.7,24.15,20.82,High
RRA-00228,2025-01-16,Mumbai,Thane Ward,Ghodbunder Road,19.250926,72.98669,6.77,47.44,1352.4,18.8,8.29,60.54,Medium
RRA-00229,2025-11-28,Mumbai,Vashi Ward,Sion Panvel Highway,19.069729,73.006266,17.26,57.49,1481.2,15.5,,64.06,Medium
RRA-00230,2025-10-03,Mumbai,Malad Ward,Link Road,19.183232,72.852848,11.51,52.11,1046.8,27.8,11.52,34.41,High
RRA-00231,2025-11-21,Bangalore,Bannerghatta Ward,Bannerghatta Road,12.904773,77.59888,8.46,36.22,1783.7,27.2,19.69,33.99,High
RRA-00232,2025-06-18,Chennai,Teynampet Ward,Anna Salai,13.04141,80.256623,13.62,49.47,1866.6,26.0,9.76,24.53,High
RRA-00233,2025-03-17,Delhi,Azadpur Ward,GT Karnal Road,28.711534,77.178895,14.83,47.21,459.7,8.5,7.83,55.67,Low
RRA-00234,2025-10-09,Mumbai,Thane Ward,Ghodbunder Road,19.244228,72.981491,8.22,53.75,897.2,18.8,4.56,60.54,Low
RRA-00235,2025-09-07,Bangalore,Bannerghatta Ward,Bannerghatta Road,12.904888,77.607558,19.68,53.1,1744.2,27.2,8.62,33.99,High
RRA-00236,2025-12-19,Pune,Bibwewadi Ward,Pune Satara Road,18.463469,73.85842,11.06,48.69,657.4,27.2,9.99,53.6,Medium
RRA-00237,2025-05-14,Delhi,Laxmi Nagar Ward,Vikas Marg,28.630263,77.270398,14.02,48.11,1312.7,9.6,22.03,24.48,Medium
RRA-00238,2025-01-28,Mumbai,Ghatkopar Ward,LBS Marg,19.090771,72.915204,6.42,44.04,1650.9,8.0,9.44,64.75,Low
RRA-00239,2025-01-18,Hyderabad,Gachibowli Ward,Outer Ring Road,17.436424,78.37497,2.67,40.27,890.7,11.2,9.69,21.41,Low
RRA-00240,2025-06-07,Hyderabad,Uppal Ward,Uppal Road,17.406527,78.551158,26.37,61.72,578.0,22.8,8.75,33.72,Medium
RRA-00241,2025-12-11,Pune,Vadgaon Sheri Ward,Nagar Road,18.549299,73.90648,5.08,45.3,4000.0,27.7,10.29,20.82,Critical
RRA-00242,2025-04-26,Chennai,Teynampet Ward,Anna Salai,13.041079,80.247658,12.95,60.63,1004.3,26.0,8.99,24.53,High
RRA-00243,2025-02-02,Bangalore,Whitefield Ward,Whitefield Main Road,12.967057,77.751804,7.81,47.66,840.7,9.0,10.13,34.76,Low
RRA-00244,2025-05-12,Mumbai,Malad Ward,Link Road,19.190524,72.840409,41.34,68.1,2262.3,27.8,16.15,34.41,Critical
RRA-00245,2025-11-13,Bangalore,Bellandur Ward,Sarjapur Road,12.907946,77.673886,5.38,50.2,1073.1,21.0,9.17,33.19,Medium
RRA-00246,2025-05-04,Mumbai,Andheri Ward,Western Express Highway,19.123911,72.848827,34.09,,1106.2,18.2,12.81,59.23,Medium
RRA-00247,2025-02-07,Mumbai,Malad Ward,Link Road,19.185759,72.843005,10.9,60.25,703.1,27.8,21.21,34.41,High
RRA-00248,2025-04-03,Delhi,Azadpur Ward,GT Karnal Road,28.708356,77.165198,11.14,54.88,,8.5,10.01,55.67,Low
RRA-00249,2025-03-16,Delhi,Nangloi Ward,Rohtak Road,28.674004,77.065285,4.32,48.91,847.0,7.7,8.57,55.52,Low
RRA-00250,2025-12-14,Bangalore,HAL Ward,Old Airport Road,12.957951,77.654948,5.43,44.91,1409.5,5.6,15.34,58.83,Low
RRA-00251,2025-09-26,Mumbai,Malad Ward,Link Road,19.190867,72.845708,15.87,52.53,866.5,27.8,11.98,34.41,High
RRA-00252,2025-11-23,Delhi,Dhaula Kuan Ward,Outer Ring Road,28.585041,77.164324,6.59,50.4,1095.5,27.2,12.41,32.72,Medium
RRA-00253,2025-11-09,Bangalore,Bannerghatta Ward,Bannerghatta Road,12.90579,77.590026,11.05,44.8,1649.8,27.2,12.02,33.99,High
RRA-00254,2025-12-14,Hyderabad,Hussain Sagar Ward,Tank Bund Road,17.424737,78.473987,8.81,42.25,1937.3,22.2,18.52,26.42,High
RRA-00255,2025-03-02,Chennai,Koyambedu Ward,Poonamallee High Road,13.069398,80.191089,8.52,43.19,1368.2,2.5,7.9,52.88,Low
RRA-00256,2025-02-16,Bangalore,HAL Ward,Old Airport Road,12.948921,77.646217,15.54,57.82,2382.3,5.6,8.63,58.83,Medium
RRA-00257,2025-04-05,Hyderabad,Hussain Sagar Ward,Tank Bund Road,17.425219,78.477338,7.64,45.02,2999.061767992257,22.2,12.42,26.42,Medium
RRA-00258,2025-06-06,Mumbai,Ghatkopar Ward,LBS Marg,19.090477,72.916928,65.41,84.36,1125.4,8.0,7.96,64.75,Medium
RRA-00259,2025-08-25,Bangalore,Bellandur Ward,Sarjapur Road,12.905373,77.691276,30.74,61.69,361.9,21.0,8.45,33.19,Medium
RRA-00260,2025-03-09,Hyderabad,Banjara Hills Ward,Banjara Hills Road No 12,17.414463,78.42429,7.17,57.47,1794.4,24.5,10.69,34.45,High
RRA-00261,2025-01-20,Delhi,Dwarka Ward,NH48 Highway,28.587663,77.047613,3.8,43.22,1515.1,3.7,8.68,33.75,Low
RRA-00262,2025-07-14,Mumbai,Vashi Ward,Sion Panvel Highway,19.067114,72.994675,59.64,68.62,509.9,15.5,8.81,64.06,Medium
RRA-00263,2025-12-02,Bangalore,HAL Ward,Old Airport Road,12.964384,77.638833,5.08,48.0,491.6,5.6,9.7,58.83,Low
RRA-00264,2025-09-09,Chennai,Tambaram Ward,GST Road,12.925159,80.101259,18.25,58.24,1422.0,27.5,8.45,8.73,High
RRA-00265,2025-06-16,Delhi,Dhaula Kuan Ward,Outer Ring Road,28.596028,77.16848,31.55,66.83,1038.3,27.2,6.95,32.72,High
RRA-00266,2025-05-02,Bangalore,Electronic City Ward,Hosur Road,12.841366,77.652261,8.23,41.3,3108.4202915981045,3.2,24.05,45.63,Low
RRA-00267,2025-12-11,Hyderabad,Uppal Ward,Uppal Road,17.395629,78.559333,3.96,50.91,2298.7,22.8,12.74,33.72,High
RRA-00268,2025-09-20,Delhi,Nangloi Ward,Rohtak Road,28.688923,77.07045,15.22,55.92,987.3,7.7,5.47,55.52,Low
RRA-00269,2025-08-22,Bangalore,Bellandur Ward,Sarjapur Road,12.90913,77.682715,,54.6,1812.3,21.0,9.88,33.19,High
RRA-00270,2025-11-29,Bangalore,Marathahalli Ward,Outer Ring Road,12.955165,77.700132,3.29,31.04,2067.0,15.6,9.47,54.34,Medium
RRA-00271,2025-06-06,Delhi,Dwarka Ward,NH48 Highway,28.60017,77.04232,29.24,55.76,6595.5529801191815,3.7,8.26,33.75,Medium
RRA-00272,2025-04-03,Chennai,Tambaram Ward,GST Road,12.932993,80.10705,10.48,49.83,972.6,27.5,5.38,8.73,Medium
RRA-00273,2025-07-31,Mumbai,Malad Ward,Link Road,19.191275,72.851395,45.5,86.95,1735.2,27.8,27.84,34.41,Critical
RRA-00274,2025-09-23,Bangalore,Bellandur Ward,Sarjapur Road,12.919056,77.691539,14.47,55.87,1559.3,21.0,12.02,33.19,High
RRA-00275,2025-09-24,Chennai,Koyambedu Ward,Poonamallee High Road,13.070493,80.190408,30.64,61.85,2181.4,2.5,24.06,52.88,High
RRA-00276,2025-10-16,Mumbai,Malad Ward,Link Road,19.18794,72.842074,10.35,44.08,2539.2,27.8,12.92,34.41,Critical
RRA-00277,2025-03-12,Pune,Katraj Ward,Katraj Dehu Road Bypass,18.455208,73.860469,13.81,67.07,713.5,27.9,25.87,10.35,High
RRA-00278,2025-02-11,Bangalore,Kengeri Ward,Mysore Road,12.901311,77.480402,7.64,53.52,1323.4,10.9,23.66,33.33,Medium
RRA-00279,2025-08-31,Bangalore,HAL Ward,Old Airport Road,12.967391,77.657252,32.17,59.9,1341.1,5.6,7.14,58.83,Medium
RRA-00280,2025-03-21,Delhi,Laxmi Nagar Ward,Vikas Marg,28.627616,77.281114,15.91,59.79,647.2,9.6,15.11,24.48,Medium
RRA-00281,2025-07-08,Bangalore,Whitefield Ward,Whitefield Main Road,12.965633,77.748865,45.24,74.19,1616.8,9.0,14.39,34.76,High
RRA-00282,2025-12-03,Bangalore,Whitefield Ward,Whitefield Main Road,12.974877,77.753963,4.26,50.2,1447.5,9.0,6.4,34.76,Low
RRA-00283,2025-03-16,Bangalore,Kengeri Ward,Mysore Road,12.899892,77.478861,10.2,44.92,922.9,10.9,5.75,33.33,Low
RRA-00284,2025-10-04,Hyderabad,Uppal Ward,Uppal Road,17.400052,78.55381,10.68,54.73,1231.7,22.8,15.27,33.72,High
RRA-00285,2025-11-19,Pune,Baner Ward,Baner Road,18.554843,73.779393,9.67,48.94,1618.5,6.4,18.69,70.82,Low
RRA-00286,2025-04-15,Pune,Vadgaon Sheri Ward,Nagar Road,18.551719,73.924088,9.86,46.03,1651.1,27.7,15.49,20.82,High
RRA-00287,2025-01-27,Bangalore,Peenya Ward,Tumkur Road,13.027359,77.526822,7.47,50.79,2747.5,7.4,3.9,84.46,Low
RRA-00288,2025-10-26,Mumbai,Andheri Ward,Western Express Highway,19.118456,72.842109,12.05,56.52,,18.2,4.45,59.23,Medium
RRA-00289,2025-03-13,Delhi,Nizamuddin Ward,Mathura Road,28.598719,77.247653,8.81,54.82,754.6,15.6,8.16,61.4,Low
RRA-00290,2025-05-24,Hyderabad,Gachibowli Ward,Outer Ring Road,17.440367,78.383763,14.38,59.32,1576.6,11.2,10.85,21.41,Medium
RRA-00291,2025-05-29,Delhi,Azadpur Ward,GT Karnal Road,28.712458,77.165173,24.38,55.41,2851.7,8.5,11.3,55.67,Medium
RRA-00292,2025-01-24,Delhi,Nizamuddin Ward,Mathura Road,28.603059,77.249784,6.45,37.61,733.7,15.6,5.39,61.4,Low
RRA-00293,2025-05-25,Pune,Baner Ward,Baner Road,18.55263,73.786502,28.33,59.39,1553.3,6.4,4.64,70.82,Low
RRA-00294,2025-09-11,Pune,Vadgaon Sheri Ward,Nagar Road,18.562084,73.911373,13.03,42.04,667.5,27.7,20.47,20.82,High
RRA-00295,2025-08-10,Bangalore,Kengeri Ward,Mysore Road,12.903466,77.492531,31.52,,433.2,10.9,10.53,33.33,Medium
RRA-00296,2025-12-22,Hyderabad,Banjara Hills Ward,Banjara Hills Road No 12,17.407368,78.439046,14.05,52.36,1963.6,24.5,20.29,34.45,High
RRA-00297,2025-08-05,Bangalore,Marathahalli Ward,Outer Ring Road,12.964804,77.711516,32.52,65.2,1922.6,15.6,10.56,54.34,High
RRA-00298,2025-07-27,Delhi,Dwarka Ward,NH48 Highway,28.58728,77.056983,40.85,74.49,1131.5,3.7,10.18,33.75,Medium
RRA-00299,2025-05-21,Delhi,Azadpur Ward,GT Karnal Road,28.720509,77.177624,24.16,73.05,2892.8,8.5,10.73,55.67,High
RRA-00300,2025-07-01,Mumbai,Malad Ward,Link Road,19.186256,72.84743,68.91,89.47,584.2,27.8,14.01,34.41,Critical
RRA-00301,2025-02-07,Hyderabad,Banjara Hills Ward,Banjara Hills Road No 12,17.416122,78.443488,8.84,,953.1,24.5,2.26,34.45,Medium
RRA-00302,2025-12-18,Pune,Vadgaon Sheri Ward,Nagar Road,18.568515,73.916096,10.38,46.63,1448.9,27.7,10.94,20.82,High
RRA-00303,2025-06-02,Pune,Bibwewadi Ward,Pune Satara Road,18.459327,73.865435,25.78,59.0,1836.5,27.2,8.84,53.6,High
RRA-00304,2025-11-24,Bangalore,Whitefield Ward,Whitefield Main Road,12.971087,77.748968,5.72,37.42,629.8,9.0,16.88,34.76,Low
RRA-00305,2025-05-27,Bangalore,Electronic City Ward,Hosur Road,12.834001,77.666245,18.15,52.01,528.6,3.2,,45.63,Low
RRA-00306,2025-08-27,Hyderabad,Gachibowli Ward,Outer Ring Road,17.445416,78.382628,35.33,59.18,2887.9,11.2,10.96,21.41,High
RRA-00307,2025-03-10,Chennai,Sholinganallur Ward,Old Mahabalipuram Road,12.907669,80.23521,11.29,51.62,2689.5,8.9,9.31,46.95,Medium
RRA-00308,2025-01-03,Pune,Katraj Ward,Katraj Dehu Road Bypass,18.44959,73.8575,5.95,47.02,2012.6,27.9,8.37,10.35,High
RRA-00309,2025-08-10,Mumbai,Thane Ward,Ghodbunder Road,19.233985,72.965579,49.82,,1091.1,18.8,14.04,60.54,High
RRA-00310,2025-09-24,Delhi,Laxmi Nagar Ward,Vikas Marg,28.626761,77.283311,23.81,52.02,1048.1,9.6,11.47,24.48,Medium
RRA-00311,2025-05-29,Pune,Katraj Ward,Katraj Dehu Road Bypass,18.456016,73.865641,33.35,71.51,1612.9,27.9,14.21,10.35,Critical
RRA-00312,2025-01-30,Bangalore,Peenya Ward,Tumkur Road,13.032427,77.522153,16.64,63.03,1560.3,7.4,11.93,84.46,Low
RRA-00313,2025-06-21,Hyderabad,Banjara Hills Ward,Banjara Hills Road No 12,17.420434,78.435679,27.86,65.72,965.7,24.5,7.95,34.45,High
RRA-00314,2025-04-18,Delhi,Nizamuddin Ward,Mathura Road,28.586144,77.243897,16.6,62.54,1536.5,15.6,8.13,61.4,Medium
RRA-00315,2025-12-05,Delhi,Azadpur Ward,GT Karnal Road,28.712579,77.167357,14.34,54.81,2794.6,8.5,7.84,55.67,Medium
RRA-00316,2025-07-11,Chennai,Sholinganallur Ward,Old Mahabalipuram Road,12.908186,80.230818,7.67,45.59,1001.4,8.9,4.63,46.95,Low
RRA-00317,2025-10-08,Chennai,Teynampet Ward,Anna Salai,13.037251,80.243736,40.12,67.13,1975.0,26.0,12.44,24.53,Critical
RRA-00318,2025-05-18,Delhi,Dhaula Kuan Ward,Outer Ring Road,28.597856,77.168673,12.99,44.61,2829.3,27.2,14.05,32.72,Critical
RRA-00319,2025-09-26,Chennai,Teynampet Ward,Anna Salai,13.0375,80.230569,36.31,60.86,1051.3,26.0,7.43,24.53,High
RRA-00320,2025-03-22,Chennai,Koyambedu Ward,Poonamallee High Road,13.068942,80.189512,6.29,46.14,1029.4,2.5,17.14,52.88,Low
RRA-00321,2025-07-04,Bangalore,Whitefield Ward,Whitefield Main Road,12.973223,77.756912,35.27,65.13,1075.9,9.0,21.43,34.76,Medium
RRA-00322,2025-07-24,Hyderabad,Gachibowli Ward,Outer Ring Road,17.450292,78.381809,47.13,68.3,1410.6,11.2,6.47,21.41,High
RRA-00323,2025-11-07,Bangalore,Bellandur Ward,Sarjapur Road,12.920673,77.676855,9.24,51.55,1702.4,21.0,6.44,33.19,Medium
RRA-00324,2025-12-19,Bangalore,Bellandur Ward,Sarjapur Road,12.910806,77.688538,3.3,44.27,1159.0,21.0,,33.19,Medium
RRA-00325,2025-08-17,Chennai,Neelankarai Ward,East Coast Road,12.962483,80.261495,21.12,58.02,1304.9,26.6,5.74,44.7,High
RRA-00326,2025-09-05,Bangalore,HAL Ward,Old Airport Road,12.961895,77.654009,21.73,50.47,432.1,5.6,21.22,58.83,Low
RRA-00327,2025-09-21,Mumbai,Andheri Ward,Western Express Highway,19.117943,72.845026,13.0,54.38,1148.0,18.2,10.45,59.23,Medium
RRA-00328,2025-11-01,Chennai,Koyambedu Ward,Poonamallee High Road,13.07454,80.18964,34.13,65.73,903.0,2.5,13.97,52.88,Low
RRA-00329,2025-08-13,Bangalore,Bellandur Ward,Sarjapur Road,12.922297,77.683289,39.25,62.09,2490.0,21.0,8.48,33.19,Critical
RRA-00330,2025-08-17,Bangalore,HAL Ward,Old Airport Road,12.965266,77.6499,31.32,70.34,2471.9,5.6,6.24,58.83,Medium
RRA-00331,2025-05-25,Bangalore,Bellandur Ward,Sarjapur Road,12.917198,77.682453,18.3,42.8,1704.1,21.0,12.63,33.19,High
RRA-00332,2025-06-21,Mumbai,Vashi Ward,Sion Panvel Highway,19.072464,73.001317,59.76,86.32,1311.3,15.5,22.31,64.06,Critical
RRA-00333,2025-09-11,Pune,Vadgaon Sheri Ward,Nagar Road,18.571241,73.900939,16.06,53.33,1000.2,27.7,17.73,20.82,High
RRA-00334,2025-01-26,Bangalore,Kengeri Ward,Mysore Road,12.901023,77.48131,12.64,,929.8,10.9,20.2,33.33,Medium
RRA-00335,2025-02-25,Mumbai,Vashi Ward,Sion Panvel Highway,19.075153,73.007019,6.89,47.86,,15.5,21.65,64.06,Medium
RRA-00336,2025-03-14,Chennai,Teynampet Ward,Anna Salai,13.042025,80.260978,9.94,43.97,,26.0,13.94,24.53,High
RRA-00337,2025-08-04,Delhi,Nizamuddin Ward,Mathura Road,28.592031,77.265242,37.64,70.7,100.0,15.6,4.7,61.4,Medium
RRA-00338,2025-01-29,Bangalore,Kengeri Ward,Mysore Road,12.909422,77.498358,10.84,55.0,1010.4,10.9,5.45,33.33,Low
RRA-00339,2025-06-30,Mumbai,Malad Ward,Link Road,19.185019,72.850449,65.57,90.54,543.6,27.8,2.57,34.41,Critical
RRA-00340,2025-03-09,Mumbai,Ghatkopar Ward,LBS Marg,19.09311,72.899779,11.13,40.49,2634.6,8.0,9.24,64.75,Medium
RRA-00341,2025-06-04,Bangalore,Kengeri Ward,Mysore Road,12.918705,77.480596,23.96,51.22,2075.3,10.9,14.99,33.33,Medium
RRA-00342,2025-05-14,Mumbai,Bandra Ward,SV Road,19.071682,72.827677,40.87,62.59,740.6,13.0,14.07,25.17,Medium
RRA-00343,2025-01-27,Mumbai,Bandra Ward,SV Road,19.05488,72.820232,10.69,49.85,672.2,13.0,7.77,25.17,Low
RRA-00344,2025-08-16,Mumbai,Thane Ward,Ghodbunder Road,19.236272,72.988121,36.95,68.61,1469.2,18.8,10.9,60.54,High
RRA-00345,2025-11-28,Delhi,Dwarka Ward,NH48 Highway,28.592392,77.048781,11.35,53.41,1294.8,3.7,9.48,33.75,Low
RRA-00346,2025-10-25,Bangalore,Whitefield Ward,Whitefield Main Road,12.971259,77.749575,8.3,48.28,1098.0,9.0,10.44,34.76,Low
RRA-00347,2025-09-21,Delhi,Azadpur Ward,GT Karnal Road,28.715335,77.166313,11.93,52.93,1920.4,8.5,11.69,55.67,Medium
RRA-00348,2025-01-18,Chennai,Tambaram Ward,GST Road,12.923428,80.097026,7.1,50.17,1228.6,27.5,7.7,8.73,High
RRA-00349,2025-03-11,Pune,Katraj Ward,Katraj Dehu Road Bypass,18.456083,73.86273,4.99,44.54,1001.0,27.9,24.14,10.35,High
RRA-00350,2025-06-14,Bangalore,Electronic City Ward,Hosur Road,12.836493,77.660127,24.62,51.79,2176.1,3.2,9.42,45.63,Medium
RRA-00351,2025-02-11,Delhi,Azadpur Ward,GT Karnal Road,28.71829,77.165574,3.91,53.66,1122.3,8.5,6.13,55.67,Low
RRA-00352,2025-11-25,Bangalore,Electronic City Ward,Hosur Road,12.849071,77.667195,6.16,48.37,1868.5,3.2,15.22,45.63,Low
RRA-00353,2025-01-29,Chennai,Tambaram Ward,GST Road,12.91624,80.099141,4.0,55.71,588.4,27.5,9.85,8.73,Medium
RRA-00354,2025-06-02,Bangalore,Bannerghatta Ward,Bannerghatta Road,12.908384,77.609225,17.65,62.3,1702.1,27.2,16.5,33.99,Critical
RRA-00355,2025-12-24,Bangalore,Bellandur Ward,Sarjapur Road,12.906185,77.683995,6.35,51.18,1454.5,21.0,19.45,33.19,High
RRA-00356,2025-09-20,Delhi,Nizamuddin Ward,Mathura Road,28.581291,77.251092,18.41,48.78,,15.6,9.45,61.4,Low
RRA-00357,2025-08-17,Mumbai,Thane Ward,Ghodbunder Road,19.242497,72.97506,38.62,66.58,300.1,18.8,11.56,60.54,Medium
RRA-00358,2025-10-04,Bangalore,Marathahalli Ward,Outer Ring Road,12.952002,77.69176,14.97,43.96,2844.7,15.6,5.65,54.34,Medium
RRA-00359,2025-09-30,Mumbai,Malad Ward,Link Road,19.179213,72.843595,12.0,49.76,1055.0,27.8,14.72,34.41,High
RRA-00360,2025-01-14,Hyderabad,Uppal Ward,Uppal Road,17.409529,78.547401,12.99,52.77,1429.5,22.8,9.41,33.72,Medium
RRA-00361,2025-11-10,Hyderabad,Gachibowli Ward,Outer Ring Road,17.439719,78.375515,10.11,59.63,612.6,11.2,16.53,21.41,Medium
RRA-00362,2025-10-28,Delhi,Laxmi Nagar Ward,Vikas Marg,28.626451,77.274456,6.73,45.55,979.8,9.6,7.43,24.48,Low
RRA-00363,2025-03-05,Bangalore,Marathahalli Ward,Outer Ring Road,12.965192,77.70419,3.76,52.49,1986.4,15.6,6.78,54.34,Medium
RRA-00364,2025-12-26,Delhi,Laxmi Nagar Ward,Vikas Marg,28.623808,77.275592,8.81,56.92,996.3,9.6,7.4,24.48,Low
RRA-00365,2025-07-06,Bangalore,HAL Ward,Old Airport Road,12.956985,77.646507,34.61,74.4,2556.0,5.6,9.79,58.83,Medium
RRA-00366,2025-09-29,Hyderabad,Banjara Hills Ward,Banjara Hills Road No 12,17.413459,78.43766,14.74,59.33,743.1,24.5,18.76,34.45,High
RRA-00367,2025-05-27,Hyderabad,Gachibowli Ward,Outer Ring Road,17.440599,78.379699,26.85,57.83,1810.9,11.2,,21.41,Medium
RRA-00368,2025-11-14,Delhi,Azadpur Ward,GT Karnal Road,28.701101,77.176101,7.63,46.7,877.1,8.5,23.64,55.67,Low
RRA-00369,2025-01-22,Delhi,Azadpur Ward,GT Karnal Road,28.712458,77.162459,8.58,55.19,2143.8,8.5,13.68,55.67,Medium
RRA-00370,2025-02-19,Mumbai,Vashi Ward,Sion Panvel Highway,19.076731,73.001491,8.14,58.12,802.5,15.5,11.16,64.06,Low
